,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,label
1669,24,60000,RENT,0.0,HOMEIMPROVEMENT,A,1675,6.54,0,0.03,N,4,0
1670,21,28596,MORTGAGE,3.0,PERSONAL,A,2000,7.29,0,0.07,N,4,0
1671,23,17688,RENT,0.0,PERSONAL,B,1700,11.11,0,0.1,N,3,0
1672,23,18600,RENT,2.0,DEBTCONSOLIDATION,B,1700,9.99,0,0.09,N,3,0
1673,23,28644,MORTGAGE,2.0,EDUCATION,B,10000,10.75,0,0.35,N,2,0
1674,23,45000,RENT,2.0,DEBTCONSOLIDATION,C,1700,14.72,0,0.04,N,2,1
1675,21,28692,MORTGAGE,5.0,EDUCATION,B,3000,10.75,0,0.1,N,2,0
1676,21,9600,RENT,0.0,EDUCATION,A,1750,8.94,1,0.18,N,2,1
1677,21,28776,MORTGAGE,,EDUCATION,A,8000,8.9,0,0.28,N,4,0
1678,26,28800,OWN,8.0,EDUCATION,A,6000,8.9,0,0.21,N,3,0
1679,26,9840,RENT,5.0,VENTURE,B,1750,9.99,1,0.18,N,4,1
1680,22,28800,OWN,6.0,EDUCATION,A,8875,8.9,0,0.31,N,3,0
1681,22,10000,RENT,,DEBTCONSOLIDATION,C,1750,14.72,1,0.17,Y,3,1
1682,23,10000,RENT,1.0,DEBTCONSOLIDATION,D,1750,15.05,1,0.17,Y,3,1
1683,26,28800,MORTGAGE,2.0,VENTURE,A,5150,6.62,0,0.18,N,2,0
1684,25,10008,RENT,,VENTURE,A,1750,7.49,1,0.17,N,3,0
1685,23,17000,RENT,0.0,VENTURE,B,1750,10.95,0,0.1,N,3,0
1686,26,22000,RENT,2.0,MEDICAL,B,1750,,0,0.08,N,3,0
1687,23,22800,RENT,3.0,PERSONAL,D,1750,15.7,1,0.08,Y,2,1
1688,26,96000,RENT,2.0,HOMEIMPROVEMENT,A,1750,6.54,0,0.02,N,2,0
1689,23,22800,RENT,5.0,EDUCATION,A,1775,6.99,0,0.08,N,4,0
1690,21,40000,RENT,0.0,EDUCATION,A,1775,6.54,0,0.04,N,3,0
1691,23,45000,RENT,0.0,EDUCATION,C,1775,12.72,0,0.04,Y,2,1
1692,24,28800,MORTGAGE,8.0,HOMEIMPROVEMENT,A,1400,8.9,1,0.05,N,3,1
1693,24,14400,RENT,3.0,DEBTCONSOLIDATION,A,1800,6.92,0,0.13,N,3,0
1694,23,28800,MORTGAGE,6.0,MEDICAL,B,5000,11.99,0,0.17,N,3,0
1695,24,28800,MORTGAGE,6.0,DEBTCONSOLIDATION,A,6075,8.49,0,0.21,N,2,0
1696,24,28800,MORTGAGE,1.0,PERSONAL,B,3500,9.99,0,0.12,N,4,0
1697,21,18000,RENT,5.0,PERSONAL,A,1800,6.62,0,0.1,N,3,0
1698,23,28800,MORTGAGE,,MEDICAL,A,10625,,0,0.37,N,2,0
1699,26,18000,RENT,1.0,VENTURE,C,1800,13.8,0,0.1,Y,3,0
1700,22,18000,RENT,1.0,MEDICAL,B,1800,12.18,1,0.1,N,3,1
1701,24,28800,OWN,,EDUCATION,A,7500,8.49,0,0.26,N,2,0
1702,22,28800,MORTGAGE,0.0,VENTURE,B,11500,,0,0.4,N,3,0
1703,22,28800,MORTGAGE,2.0,MEDICAL,A,10000,7.49,0,0.35,N,2,0
1704,24,21000,RENT,2.0,MEDICAL,B,1800,10.65,0,0.09,N,2,0
1705,21,28800,MORTGAGE,0.0,DEBTCONSOLIDATION,A,5000,7.49,0,0.17,N,3,0
1706,22,28800,OWN,2.0,DEBTCONSOLIDATION,D,10000,16.49,0,0.35,N,4,1
1707,26,22584,RENT,,PERSONAL,A,1800,8.49,0,0.08,N,2,0
1708,23,28800,MORTGAGE,0.0,MEDICAL,A,6000,7.49,0,0.21,N,2,0
1709,24,24000,RENT,0.0,MEDICAL,B,1800,11.26,0,0.07,N,2,0
1710,23,25000,RENT,2.0,MEDICAL,B,1800,12.69,1,0.07,N,3,1
1711,25,28800,MORTGAGE,,EDUCATION,A,1000,5.42,0,0.03,N,3,0
1712,22,28800,OWN,2.0,PERSONAL,A,2000,,0,0.07,N,2,0
1713,25,28000,RENT,0.0,MEDICAL,B,1800,12.53,0,0.06,N,3,0
1714,22,45000,RENT,4.0,VENTURE,D,1800,16.49,0,0.04,N,4,1
1715,25,45000,RENT,2.0,DEBTCONSOLIDATION,C,1800,12.61,0,0.04,Y,4,1
1716,23,28800,OWN,2.0,PERSONAL,B,3000,11.11,0,0.1,N,4,0
1717,23,28800,MORTGAGE,7.0,DEBTCONSOLIDATION,B,8400,9.63,0,0.29,N,3,0
1718,26,45000,RENT,5.0,MEDICAL,D,1800,14.11,0,0.04,Y,2,1
1719,24,28800,OWN,8.0,VENTURE,B,6000,10.74,0,0.21,N,2,0
1720,22,45336,RENT,6.0,VENTURE,D,1800,15.21,0,0.04,N,3,1
1721,23,48000,RENT,4.0,PERSONAL,B,1800,11.49,0,0.04,N,4,0
1722,21,48000,RENT,1.0,DEBTCONSOLIDATION,C,1800,13.35,0,0.04,Y,2,1
1723,23,50960,RENT,7.0,VENTURE,D,1800,16.02,0,0.04,N,2,1
1724,21,28800,MORTGAGE,2.0,PERSONAL,C,5500,13.23,0,0.19,Y,2,0
1725,22,57000,RENT,0.0,DEBTCONSOLIDATION,C,1800,14.27,0,0.03,N,3,1
1726,22,58000,RENT,3.0,PERSONAL,B,1800,12.18,0,0.03,N,2,0
1727,22,71004,RENT,6.0,EDUCATION,B,1800,11.12,0,0.03,N,4,0
1728,22,73000,RENT,1.0,VENTURE,C,1800,11.41,0,0.02,N,3,1
1729,26,75000,RENT,1.0,VENTURE,B,1800,9.25,0,0.02,N,2,0
1730,24,75000,RENT,5.0,HOMEIMPROVEMENT,A,1800,8.94,0,0.02,N,4,0
1731,24,28800,MORTGAGE,5.0,DEBTCONSOLIDATION,C,5500,,0,0.19,Y,3,1
1732,21,14400,RENT,2.0,VENTURE,D,1825,15.62,1,0.13,N,2,1
1733,22,28800,MORTGAGE,,PERSONAL,B,14500,9.88,0,0.5,N,2,0
1734,25,19200,RENT,0.0,PERSONAL,C,1825,12.68,0,0.1,Y,2,1
1735,25,28800,MORTGAGE,9.0,HOMEIMPROVEMENT,B,6250,10.25,0,0.22,N,2,0
1736,24,35000,RENT,4.0,EDUCATION,A,1850,7.12,0,0.05,N,2,0
1737,21,13200,RENT,2.0,DEBTCONSOLIDATION,A,1875,6.99,0,0.14,N,3,0
1738,24,14400,RENT,1.0,EDUCATION,C,1875,13.49,0,0.13,Y,2,1
1739,26,19392,RENT,7.0,DEBTCONSOLIDATION,C,1900,,0,0.1,Y,3,1
1740,22,26500,RENT,3.0,DEBTCONSOLIDATION,A,1900,7.29,1,0.07,N,3,1
1741,24,32000,RENT,5.0,MEDICAL,C,1900,13.49,0,0.06,Y,2,1
1742,23,30000,RENT,0.0,PERSONAL,B,1925,12.18,0,0.06,N,2,0
1743,25,42000,RENT,4.0,EDUCATION,A,1925,6.17,0,0.05,N,4,0
1744,23,16800,RENT,0.0,DEBTCONSOLIDATION,B,1950,10.37,0,0.12,N,2,0
1745,22,28880,MORTGAGE,4.0,MEDICAL,A,2000,8.59,0,0.07,N,3,0
1746,24,31200,RENT,3.0,MEDICAL,C,1950,13.11,0,0.06,Y,4,1
1747,24,28900,MORTGAGE,2.0,DEBTCONSOLIDATION,C,5500,12.98,0,0.19,Y,2,1
1748,24,28932,MORTGAGE,4.0,PERSONAL,C,10000,,0,0.35,Y,2,0
1749,24,10000,RENT,2.0,DEBTCONSOLIDATION,B,2000,10.25,1,0.2,N,2,1
1750,23,28989,MORTGAGE,0.0,EDUCATION,A,10000,8.0,0,0.34,N,2,0
1751,23,12000,RENT,0.0,EDUCATION,A,2000,7.74,1,0.17,N,4,1
1752,25,12000,RENT,2.0,HOMEIMPROVEMENT,B,2000,11.89,1,0.17,N,4,1
1753,21,14000,RENT,0.0,MEDICAL,A,2000,,0,0.14,N,4,0
1754,23,29000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,11500,7.9,0,0.4,N,4,0
1755,24,14400,RENT,4.0,VENTURE,B,2000,10.65,0,0.14,N,4,0
1756,26,14400,RENT,1.0,PERSONAL,D,2000,17.49,1,0.14,N,4,0
1757,21,29000,MORTGAGE,0.0,PERSONAL,B,4200,11.99,0,0.14,N,3,0
1758,26,14400,RENT,4.0,PERSONAL,B,2000,10.37,0,0.14,N,2,0
1759,21,14400,RENT,0.0,DEBTCONSOLIDATION,A,2000,5.79,0,0.14,N,2,0
1760,26,14400,RENT,,MEDICAL,A,2000,6.92,0,0.14,N,4,1
1761,26,29000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,7200,8.49,0,0.25,N,4,0
1762,26,14400,RENT,2.0,DEBTCONSOLIDATION,D,2000,15.58,1,0.14,N,4,1
1763,25,15000,RENT,0.0,MEDICAL,A,2000,7.88,0,0.13,N,4,0
1764,21,15600,RENT,0.0,MEDICAL,A,2000,7.9,0,0.13,N,2,0
1765,24,15915,RENT,0.0,PERSONAL,D,2000,15.05,1,0.13,Y,4,1
1766,25,15996,RENT,1.0,EDUCATION,C,2000,13.48,0,0.13,Y,4,1
1767,24,17616,RENT,,VENTURE,B,2000,10.37,0,0.11,N,2,0
1768,25,18000,RENT,4.0,DEBTCONSOLIDATION,A,2000,7.51,1,0.11,N,4,1
1769,23,18000,RENT,2.0,EDUCATION,C,2000,14.79,0,0.11,N,3,1
1770,21,18000,RENT,1.0,EDUCATION,A,2000,5.42,0,0.11,N,3,0
1771,26,18000,RENT,2.0,EDUCATION,D,2000,13.3,1,0.11,N,2,1
1772,22,19176,RENT,3.0,VENTURE,C,2000,14.22,0,0.1,Y,2,1
1773,24,29000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,20000,10.62,0,0.69,N,3,0
1774,24,19200,RENT,2.0,MEDICAL,C,2000,13.49,0,0.1,N,4,1
1775,23,19200,RENT,2.0,EDUCATION,B,2000,10.59,0,0.1,N,4,0
1776,26,19200,RENT,3.0,MEDICAL,A,2000,6.17,0,0.1,N,4,0
1777,22,19728,RENT,5.0,DEBTCONSOLIDATION,A,2000,7.49,0,0.1,N,2,0
1778,21,20000,RENT,0.0,MEDICAL,A,2000,,0,0.1,N,3,0
1779,26,20004,RENT,2.0,EDUCATION,A,2000,8.59,1,0.1,N,3,1
1780,23,29004,MORTGAGE,2.0,MEDICAL,B,6000,11.99,0,0.21,N,2,0
1781,22,29004,MORTGAGE,3.0,VENTURE,B,5000,9.25,0,0.17,N,4,0
1782,22,29004,MORTGAGE,6.0,EDUCATION,A,2500,6.91,0,0.09,N,3,0
1783,22,21000,RENT,0.0,EDUCATION,C,2000,14.22,0,0.1,Y,3,1
1784,23,29004,OWN,1.0,EDUCATION,C,2000,13.16,0,0.07,Y,3,1
1785,21,21600,RENT,0.0,DEBTCONSOLIDATION,B,2000,11.71,1,0.09,N,2,0
1786,22,21600,RENT,1.0,DEBTCONSOLIDATION,D,2000,16.89,1,0.09,N,2,1
1787,23,22000,RENT,1.0,VENTURE,C,2000,13.99,0,0.09,N,2,1
1788,22,22000,RENT,0.0,VENTURE,A,2000,7.29,0,0.09,N,3,0
1789,23,22004,RENT,8.0,EDUCATION,B,2000,10.39,0,0.09,N,3,0
1790,21,23040,RENT,3.0,MEDICAL,C,2000,13.11,0,0.09,Y,2,1
1791,22,23587,RENT,4.0,HOMEIMPROVEMENT,B,2000,11.89,1,0.08,N,4,0
1792,24,24000,RENT,8.0,MEDICAL,B,2000,,0,0.08,N,3,0
1793,24,24000,RENT,,HOMEIMPROVEMENT,B,2000,12.69,1,0.08,N,2,0
1794,25,24000,RENT,4.0,MEDICAL,D,2000,16.59,0,0.08,N,2,0
1795,21,24000,RENT,1.0,PERSONAL,E,2000,18.39,1,0.08,Y,3,1
1796,23,29120,OWN,0.0,EDUCATION,A,6400,8.94,0,0.22,N,4,0
1797,23,24000,RENT,0.0,EDUCATION,C,2000,12.61,0,0.08,Y,3,1
1798,22,29124,MORTGAGE,0.0,MEDICAL,E,8875,15.68,1,0.3,Y,3,1
1799,25,24000,RENT,0.0,PERSONAL,B,2000,10.38,0,0.08,N,4,0
1800,23,24000,RENT,0.0,EDUCATION,C,2000,14.35,0,0.08,Y,2,1
1801,22,24000,RENT,1.0,EDUCATION,C,2000,13.11,0,0.08,Y,4,1
1802,22,29184,OWN,,MEDICAL,A,1800,5.42,0,0.06,N,4,0
1803,24,29200,MORTGAGE,6.0,PERSONAL,A,2500,6.76,0,0.09,N,2,0
1804,24,29232,MORTGAGE,1.0,PERSONAL,B,11000,11.71,1,0.38,N,4,1
1805,21,24000,RENT,5.0,EDUCATION,B,2000,11.14,0,0.08,N,4,0
1806,25,29328,MORTGAGE,9.0,DEBTCONSOLIDATION,A,10000,7.74,0,0.34,N,3,1
1807,24,24000,RENT,1.0,HOMEIMPROVEMENT,D,2000,14.61,1,0.08,Y,2,1
1808,24,24000,RENT,0.0,VENTURE,E,2000,16.0,1,0.08,Y,2,1
1809,22,24432,RENT,0.0,EDUCATION,B,2000,11.36,0,0.08,N,4,0
1810,22,24702,RENT,,EDUCATION,C,2000,13.23,0,0.08,Y,4,1
1811,24,25000,RENT,6.0,PERSONAL,A,2000,6.62,0,0.08,N,4,0
1812,25,25000,RENT,,VENTURE,B,2000,9.91,0,0.08,N,4,0
1813,24,25200,RENT,8.0,DEBTCONSOLIDATION,D,2000,14.96,1,0.08,Y,4,1
1814,21,25500,RENT,6.0,EDUCATION,C,2000,13.47,0,0.08,N,2,1
1815,22,29553,OWN,2.0,VENTURE,A,6000,7.49,0,0.2,N,4,0
1816,25,26000,RENT,7.0,MEDICAL,C,2000,12.99,0,0.08,Y,4,1
1817,21,29664,MORTGAGE,5.0,DEBTCONSOLIDATION,C,5000,13.57,1,0.17,Y,4,1
1818,23,29666,OTHER,1.0,VENTURE,A,3000,9.32,0,0.1,N,3,0
1819,23,26496,RENT,1.0,DEBTCONSOLIDATION,C,2000,13.61,0,0.08,N,4,1
1820,23,27600,RENT,2.0,DEBTCONSOLIDATION,C,2000,13.99,1,0.07,N,3,1
1821,22,28800,RENT,3.0,MEDICAL,A,2000,8.49,0,0.07,N,2,0
1822,26,30000,RENT,2.0,EDUCATION,B,2000,11.71,1,0.07,N,2,1
1823,25,30000,RENT,0.0,MEDICAL,B,2000,12.42,0,0.07,N,2,0
1824,21,30000,RENT,5.0,EDUCATION,C,2000,13.43,0,0.07,N,4,1
1825,23,29952,MORTGAGE,1.0,DEBTCONSOLIDATION,D,4750,14.46,1,0.16,Y,4,1
1826,24,30000,RENT,2.0,DEBTCONSOLIDATION,A,2000,7.66,0,0.07,N,3,0
1827,24,30000,RENT,5.0,MEDICAL,G,2000,21.27,1,0.07,Y,3,1
1828,22,29996,MORTGAGE,3.0,EDUCATION,C,5400,12.84,0,0.18,N,4,1
1829,23,82000,RENT,7.0,HOMEIMPROVEMENT,D,15000,18.25,1,0.18,Y,2,1
1830,22,70550,RENT,6.0,MEDICAL,D,15000,16.77,1,0.18,Y,2,1
1831,25,95000,RENT,4.0,VENTURE,B,15000,12.42,0,0.16,N,2,0
1832,23,95000,RENT,6.0,EDUCATION,B,15000,9.88,0,0.16,N,4,0
1833,23,95000,RENT,7.0,VENTURE,D,15000,15.05,0,0.16,Y,2,0
1834,25,30000,MORTGAGE,9.0,VENTURE,A,5000,6.03,0,0.17,N,3,0
1835,25,30000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,6500,14.27,0,0.22,N,3,1
1836,22,30000,OWN,3.0,EDUCATION,C,8000,13.49,0,0.27,N,2,1
1837,23,83600,RENT,7.0,DEBTCONSOLIDATION,A,15000,8.49,1,0.18,N,2,1
1838,25,96000,RENT,2.0,EDUCATION,B,15000,8.88,0,0.16,N,2,0
1839,26,84000,RENT,7.0,DEBTCONSOLIDATION,D,15000,16.0,1,0.18,Y,3,1
1840,25,96000,RENT,5.0,MEDICAL,B,15000,11.58,0,0.16,N,4,0
1841,25,97440,RENT,9.0,EDUCATION,A,15000,7.49,0,0.15,N,4,0
1842,23,99000,RENT,7.0,PERSONAL,A,15000,6.99,0,0.15,N,4,0
1843,26,100000,RENT,5.0,VENTURE,C,15000,13.49,0,0.15,Y,4,1
1844,21,30000,MORTGAGE,0.0,MEDICAL,A,7125,7.51,1,0.24,N,4,1
1845,24,100000,RENT,4.0,MEDICAL,A,15000,7.49,0,0.15,N,2,0
1846,26,100000,RENT,5.0,EDUCATION,A,15000,6.99,0,0.15,N,2,0
1847,24,88000,RENT,2.0,HOMEIMPROVEMENT,B,15000,9.99,1,0.17,N,4,0
1848,25,30000,MORTGAGE,5.0,EDUCATION,B,3600,12.42,0,0.12,N,4,0
1849,26,100000,RENT,0.0,DEBTCONSOLIDATION,C,15000,14.26,0,0.15,Y,2,1
1850,24,100000,RENT,1.0,VENTURE,B,15000,11.89,0,0.15,N,2,0
1851,24,100896,RENT,7.0,HOMEIMPROVEMENT,D,15000,14.42,0,0.15,N,2,1
1852,24,102000,RENT,8.0,HOMEIMPROVEMENT,C,15000,14.22,0,0.15,N,4,0
1853,23,30000,OWN,1.0,PERSONAL,A,5000,6.62,0,0.17,N,2,0
1854,24,105000,RENT,8.0,DEBTCONSOLIDATION,B,15000,10.95,0,0.14,N,3,0
1855,23,105504,RENT,5.0,VENTURE,E,15000,15.95,0,0.14,Y,3,0
1856,21,30000,MORTGAGE,0.0,EDUCATION,B,2400,11.71,0,0.08,N,3,0
1857,25,108820,RENT,4.0,EDUCATION,B,15000,9.63,0,0.14,N,3,0
1858,24,109000,RENT,3.0,EDUCATION,B,15000,10.65,0,0.14,N,3,0
1859,23,110000,RENT,7.0,EDUCATION,B,15000,12.18,0,0.14,N,2,0
1860,24,98000,RENT,2.0,DEBTCONSOLIDATION,E,15000,14.93,1,0.15,N,2,1
1861,22,111000,RENT,1.0,VENTURE,B,15000,10.62,0,0.14,N,3,0
1862,24,118300,RENT,1.0,PERSONAL,C,15000,12.68,0,0.13,N,4,1
1863,25,120000,RENT,2.0,PERSONAL,A,15000,7.51,0,0.13,N,2,0
1864,24,120000,RENT,5.0,MEDICAL,A,15000,,0,0.13,N,3,0
1865,23,121000,RENT,7.0,MEDICAL,B,15000,,0,0.12,N,2,0
1866,24,122000,RENT,4.0,EDUCATION,B,15000,11.58,0,0.12,N,3,0
1867,25,125000,RENT,0.0,VENTURE,A,15000,,0,0.12,N,3,0
1868,23,30000,MORTGAGE,7.0,MEDICAL,A,4600,7.9,0,0.15,N,3,0
1869,25,30000,MORTGAGE,2.0,VENTURE,B,8000,10.65,0,0.27,N,4,0
1870,23,125000,RENT,7.0,EDUCATION,C,15000,12.99,0,0.12,N,4,1
1871,26,118000,RENT,1.0,EDUCATION,D,15000,17.58,1,0.13,N,4,0
1872,24,123000,RENT,8.0,PERSONAL,D,15000,15.37,1,0.12,N,4,1
1873,22,140000,RENT,4.0,VENTURE,C,15000,14.17,0,0.11,Y,3,0
1874,22,30000,MORTGAGE,3.0,HOMEIMPROVEMENT,C,10000,13.49,1,0.33,N,2,0
1875,23,30000,MORTGAGE,3.0,MEDICAL,E,3800,18.64,1,0.13,N,2,1
1876,21,30000,MORTGAGE,0.0,VENTURE,A,15000,7.51,0,0.5,N,4,0
1877,26,156000,RENT,2.0,DEBTCONSOLIDATION,B,15000,12.42,0,0.1,N,4,0
1878,24,148000,RENT,0.0,DEBTCONSOLIDATION,E,15000,16.82,1,0.1,N,3,1
1879,24,200004,RENT,5.0,EDUCATION,B,15000,10.59,0,0.07,N,4,0
1880,26,210000,RENT,4.0,PERSONAL,C,15000,12.99,0,0.07,N,4,1
1881,26,30000,MORTGAGE,10.0,VENTURE,A,6500,6.62,0,0.22,N,3,0
1882,25,165000,RENT,3.0,EDUCATION,A,14950,6.62,0,0.09,N,3,0
1883,22,33996,RENT,1.0,EDUCATION,D,14900,15.37,1,0.44,Y,2,1
1884,24,55000,RENT,4.0,PERSONAL,B,14900,11.83,0,0.27,N,3,0
1885,22,58900,RENT,2.0,MEDICAL,C,14900,13.57,0,0.25,N,3,1
1886,21,30000,MORTGAGE,5.0,PERSONAL,A,7600,6.03,0,0.25,N,4,0
1887,25,31500,RENT,8.0,DEBTCONSOLIDATION,A,14850,8.9,1,0.47,N,4,0
1888,25,28800,RENT,6.0,MEDICAL,A,14800,7.49,1,0.51,N,3,1
1889,23,30000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,1000,6.62,1,0.03,N,3,0
1890,23,30000,MORTGAGE,8.0,VENTURE,A,4375,6.62,0,0.15,N,2,0
1891,23,30000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,1400,6.03,0,0.05,N,4,0
1892,25,30000,RENT,2.0,MEDICAL,B,2000,10.38,0,0.07,N,2,0
1893,26,30000,RENT,9.0,VENTURE,B,2000,11.49,0,0.07,N,3,0
1894,25,30000,RENT,4.0,MEDICAL,C,2000,14.22,0,0.07,Y,4,0
1895,24,30000,RENT,0.0,MEDICAL,A,2000,8.07,0,0.07,N,4,0
1896,24,30972,RENT,1.0,VENTURE,D,2000,16.29,1,0.06,N,2,1
1897,24,31200,RENT,3.0,PERSONAL,C,2000,14.65,0,0.06,Y,2,1
1898,24,30000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,17000,11.99,1,0.57,N,3,1
1899,24,32000,RENT,2.0,EDUCATION,B,2000,10.59,1,0.06,N,3,1
1900,23,32000,RENT,5.0,VENTURE,D,2000,16.49,0,0.06,N,3,1
1901,26,32000,RENT,5.0,DEBTCONSOLIDATION,B,2000,11.49,0,0.06,N,3,0
1902,22,32000,RENT,2.0,EDUCATION,B,2000,12.53,1,0.06,N,2,1
1903,24,32640,RENT,5.0,EDUCATION,B,2000,10.0,1,0.06,N,2,0
1904,23,30000,MORTGAGE,0.0,VENTURE,B,13000,,0,0.43,N,2,0
1905,23,33000,RENT,1.0,EDUCATION,A,2000,6.03,0,0.06,N,4,0
1906,21,33000,RENT,0.0,HOMEIMPROVEMENT,C,2000,12.61,1,0.06,Y,3,0
1907,22,33000,RENT,1.0,DEBTCONSOLIDATION,A,2000,,0,0.06,N,3,0
1908,24,40000,RENT,2.0,PERSONAL,B,2000,11.99,0,0.05,N,4,0
1909,24,40000,RENT,5.0,MEDICAL,B,2000,,0,0.05,N,4,0
1910,21,40000,RENT,2.0,EDUCATION,C,2000,14.72,0,0.05,N,3,1
1911,22,50400,RENT,3.0,VENTURE,B,2000,,0,0.04,N,4,0
1912,25,50450,RENT,3.0,EDUCATION,B,2000,9.88,0,0.04,N,3,0
1913,24,53000,RENT,3.0,HOMEIMPROVEMENT,B,2000,10.36,0,0.04,N,2,0
1914,24,53117,RENT,1.0,PERSONAL,C,2000,13.79,0,0.04,N,2,1
1915,23,55000,RENT,2.0,EDUCATION,A,2000,7.49,0,0.04,N,3,0
1916,25,30000,OWN,9.0,VENTURE,D,7000,,0,0.23,N,3,1
1917,24,56496,RENT,5.0,EDUCATION,A,2000,9.32,0,0.04,N,3,0
1918,25,57000,RENT,8.0,MEDICAL,B,2000,11.36,0,0.04,N,2,0
1919,26,57450,RENT,4.0,MEDICAL,C,2000,13.35,0,0.03,Y,2,1
1920,25,58020,RENT,9.0,PERSONAL,A,2000,6.91,0,0.03,N,4,0
1921,23,60000,RENT,,MEDICAL,C,2000,13.06,0,0.03,Y,3,1
1922,22,60000,RENT,6.0,EDUCATION,B,2000,9.63,0,0.03,N,2,0
1923,22,54000,RENT,7.0,MEDICAL,F,2000,18.3,1,0.04,Y,4,1
1924,21,30000,OWN,5.0,MEDICAL,A,9000,5.99,0,0.3,N,4,0
1925,26,61000,RENT,1.0,MEDICAL,A,2000,7.9,0,0.03,N,3,0
1926,24,62000,RENT,4.0,EDUCATION,C,2000,13.49,0,0.03,N,3,0
1927,22,62000,RENT,4.0,EDUCATION,C,2000,15.27,0,0.03,N,2,1
1928,26,62400,RENT,3.0,PERSONAL,B,2000,12.53,0,0.03,N,2,0
1929,25,30000,MORTGAGE,,EDUCATION,D,10625,16.49,0,0.35,N,4,1
1930,24,57996,RENT,8.0,MEDICAL,D,2000,15.37,1,0.03,N,4,0
1931,22,65000,RENT,3.0,DEBTCONSOLIDATION,C,2000,14.27,0,0.03,Y,4,0
1932,26,65000,RENT,3.0,MEDICAL,A,2000,7.51,0,0.03,N,2,0
1933,26,67000,RENT,6.0,EDUCATION,C,2000,,0,0.03,N,4,0
1934,23,70000,RENT,4.0,PERSONAL,A,2000,7.66,0,0.03,N,2,0
1935,23,30000,MORTGAGE,2.0,VENTURE,B,1200,9.67,0,0.04,N,2,0
1936,22,30000,MORTGAGE,2.0,MEDICAL,B,6000,11.99,0,0.2,N,3,0
1937,26,70000,RENT,3.0,EDUCATION,C,2000,12.84,0,0.03,Y,2,0
1938,22,30000,MORTGAGE,6.0,VENTURE,B,3000,11.49,0,0.1,N,2,0
1939,24,70000,RENT,0.0,VENTURE,B,2000,8.7,0,0.03,N,3,0
1940,22,70028,RENT,7.0,VENTURE,B,2000,,0,0.03,N,3,0
1941,24,75000,RENT,2.0,MEDICAL,B,2000,9.99,0,0.03,N,2,0
1942,22,75000,RENT,6.0,EDUCATION,C,2000,13.43,0,0.03,N,3,1
1943,23,30000,OWN,,VENTURE,A,7000,7.49,0,0.23,N,3,0
1944,23,75000,RENT,3.0,VENTURE,A,2000,5.79,0,0.03,N,3,0
1945,24,76248,RENT,8.0,EDUCATION,B,2000,,0,0.03,N,3,0
1946,21,30000,MORTGAGE,6.0,PERSONAL,A,3000,5.99,0,0.1,N,4,1
1947,26,30000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,2000,11.99,1,0.07,N,2,1
1948,22,30000,MORTGAGE,5.0,MEDICAL,C,3000,14.79,0,0.1,Y,3,0
1949,22,30000,MORTGAGE,2.0,EDUCATION,B,13250,10.99,0,0.44,N,3,0
1950,23,80000,RENT,1.0,VENTURE,B,2000,9.99,0,0.03,N,4,0
1951,25,80000,RENT,9.0,VENTURE,B,2000,11.49,0,0.03,N,3,0
1952,23,80004,RENT,0.0,PERSONAL,A,2000,,0,0.02,N,3,0
1953,25,89100,RENT,9.0,VENTURE,C,2000,13.49,0,0.02,Y,3,1
1954,23,90000,RENT,0.0,PERSONAL,A,2000,7.88,0,0.02,N,3,0
1955,21,99996,RENT,5.0,EDUCATION,C,2000,13.57,0,0.02,Y,3,1
1956,23,100000,RENT,4.0,MEDICAL,B,2000,10.62,0,0.02,N,2,0
1957,25,101424,RENT,6.0,DEBTCONSOLIDATION,A,2000,7.29,0,0.02,N,4,0
1958,26,108000,RENT,5.0,EDUCATION,D,2000,16.29,0,0.02,N,4,0
1959,23,30000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,3800,5.79,0,0.13,N,3,0
1960,22,30000,OWN,,EDUCATION,B,5125,10.0,0,0.17,N,3,0
1961,25,130000,RENT,3.0,HOMEIMPROVEMENT,A,2000,6.99,0,0.02,N,4,0
1962,22,25000,RENT,1.0,VENTURE,B,2050,10.59,0,0.08,N,2,0
1963,23,30000,MORTGAGE,6.0,PERSONAL,C,2400,,0,0.08,N,4,1
1964,23,10000,RENT,1.0,VENTURE,B,2100,12.21,1,0.21,N,3,1
1965,23,12000,RENT,0.0,MEDICAL,A,2100,8.94,1,0.17,N,2,0
1966,22,14400,RENT,0.0,HOMEIMPROVEMENT,D,2100,14.83,1,0.15,N,3,0
1967,24,15000,RENT,0.0,EDUCATION,C,2100,13.11,0,0.14,Y,4,0
1968,22,21600,RENT,3.0,MEDICAL,B,2100,9.99,0,0.1,N,4,0
1969,22,30000,OWN,,EDUCATION,A,12000,7.66,0,0.4,N,2,0
