person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,evaluation_text,label
22,108000,RENT,6.0,EDUCATION,B,28000,,1,0.26,N,4,借款人年龄22岁，收入为108000元，这样的收入水平相对有限。住房情况是RENT，稳定性一般。就业时长约6.0年，这反映出其工作稳定性欠佳。贷款意图为EDUCATION，然而其信用等级仅为B，这充分表明信用状况不容乐观。申请贷款金额28000元，贷款利率较高，贷款占收入的百分比达26.00%，还款压力较大。借款人曾有违约记录（N），且信用历史长度为4年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,0
23,151200,RENT,7.0,DEBTCONSOLIDATION,B,28000,11.11,0,0.19,N,2,借款人年龄为23岁，展现出与其年龄相称的成熟与稳重。其年收入达151200元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于RENT状态，这体现出其生活具备较高的安定性。就业时长约7.0年，足以证明其工作稳定性较强。此次贷款意图为DEBTCONSOLIDATION，从过往信用记录来看，信用等级被评定为B，这清晰地表明其信用表现良好。贷款金额为28000元，贷款利率处于合理范畴，贷款占收入的百分比为19.00%，还款压力相对较小。借款人无违约记录（N），且信用历史长度已有2年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,0
24,69000,RENT,2.0,HOMEIMPROVEMENT,A,27600,,1,0.4,N,2,借款人年龄24岁，收入为69000元，这样的收入水平相对有限。住房情况是RENT，稳定性一般。就业时长约2.0年，这反映出其工作稳定性欠佳。贷款意图为HOMEIMPROVEMENT，然而其信用等级仅为A，这充分表明信用状况不容乐观。申请贷款金额27600元，贷款利率较高，贷款占收入的百分比达40.00%，还款压力较大。借款人曾有违约记录（N），且信用历史长度为2年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,0
21,12000,MORTGAGE,5.0,DEBTCONSOLIDATION,E,3250,15.68,1,0.27,Y,3,借款人年龄21岁，收入为12000元，这样的收入水平相对有限。住房情况是MORTGAGE，稳定性一般。就业时长约5.0年，这反映出其工作稳定性欠佳。贷款意图为DEBTCONSOLIDATION，然而其信用等级仅为E，这充分表明信用状况不容乐观。申请贷款金额3250元，贷款利率较高，贷款占收入的百分比达27.00%，还款压力较大。借款人曾有违约记录（Y），且信用历史长度为3年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,0
22,70000,RENT,4.0,EDUCATION,C,27500,13.06,1,0.39,Y,3,借款人年龄22岁，收入为70000元，这样的收入水平相对有限。住房情况是RENT，稳定性一般。就业时长约4.0年，这反映出其工作稳定性欠佳。贷款意图为EDUCATION，然而其信用等级仅为C，这充分表明信用状况不容乐观。申请贷款金额27500元，贷款利率较高，贷款占收入的百分比达39.00%，还款压力较大。借款人曾有违约记录（Y），且信用历史长度为3年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,0
22,240000,OWN,6.0,PERSONAL,B,25000,,0,0.1,N,2,借款人年龄为22岁，展现出与其年龄相称的成熟与稳重。其年收入达240000元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于OWN状态，这体现出其生活具备较高的安定性。就业时长约6.0年，足以证明其工作稳定性较强。此次贷款意图为PERSONAL，从过往信用记录来看，信用等级被评定为B，这清晰地表明其信用表现良好。贷款金额为25000元，贷款利率处于合理范畴，贷款占收入的百分比为10.00%，还款压力相对较小。借款人无违约记录（N），且信用历史长度已有2年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,0
26,73200,RENT,5.0,VENTURE,D,27050,15.62,1,0.37,Y,2,借款人年龄26岁，收入为73200元，这样的收入水平相对有限。住房情况是RENT，稳定性一般。就业时长约5.0年，这反映出其工作稳定性欠佳。贷款意图为VENTURE，然而其信用等级仅为D，这充分表明信用状况不容乐观。申请贷款金额27050元，贷款利率较高，贷款占收入的百分比达37.00%，还款压力较大。借款人曾有违约记录（Y），且信用历史长度为2年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,1
24,83000,RENT,5.0,PERSONAL,C,27000,13.49,1,0.33,Y,2,借款人年龄24岁，收入为83000元，这样的收入水平相对有限。住房情况是RENT，稳定性一般。就业时长约5.0年，这反映出其工作稳定性欠佳。贷款意图为PERSONAL，然而其信用等级仅为C，这充分表明信用状况不容乐观。申请贷款金额27000元，贷款利率较高，贷款占收入的百分比达33.00%，还款压力较大。借款人曾有违约记录（Y），且信用历史长度为2年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,0
24,73399,RENT,0.0,VENTURE,D,27000,,1,0.37,N,3,借款人年龄24岁，收入为73399元，这样的收入水平相对有限。住房情况是RENT，稳定性一般。就业时长约0.0年，这反映出其工作稳定性欠佳。贷款意图为VENTURE，然而其信用等级仅为D，这充分表明信用状况不容乐观。申请贷款金额27000元，贷款利率较高，贷款占收入的百分比达37.00%，还款压力较大。借款人曾有违约记录（N），且信用历史长度为3年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,0
23,62500,RENT,7.0,MEDICAL,B,26000,11.71,1,0.42,N,2,借款人年龄23岁，收入为62500元，这样的收入水平相对有限。住房情况是RENT，稳定性一般。就业时长约7.0年，这反映出其工作稳定性欠佳。贷款意图为MEDICAL，然而其信用等级仅为B，这充分表明信用状况不容乐观。申请贷款金额26000元，贷款利率较高，贷款占收入的百分比达42.00%，还款压力较大。借款人曾有违约记录（N），且信用历史长度为2年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,0
23,120000,RENT,1.0,EDUCATION,B,25600,12.69,0,0.21,N,3,借款人年龄为23岁，展现出与其年龄相称的成熟与稳重。其年收入达120000元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于RENT状态，这体现出其生活具备较高的安定性。就业时长约1.0年，足以证明其工作稳定性较强。此次贷款意图为EDUCATION，从过往信用记录来看，信用等级被评定为B，这清晰地表明其信用表现良好。贷款金额为25600元，贷款利率处于合理范畴，贷款占收入的百分比为21.00%，还款压力相对较小。借款人无违约记录（N），且信用历史长度已有3年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,0
24,12360,OWN,2.0,MEDICAL,C,1600,13.57,0,0.13,N,3,借款人年龄为24岁，展现出与其年龄相称的成熟与稳重。其年收入达12360元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于OWN状态，这体现出其生活具备较高的安定性。就业时长约2.0年，足以证明其工作稳定性较强。此次贷款意图为MEDICAL，从过往信用记录来看，信用等级被评定为C，这清晰地表明其信用表现良好。贷款金额为1600元，贷款利率处于合理范畴，贷款占收入的百分比为13.00%，还款压力相对较小。借款人无违约记录（N），且信用历史长度已有3年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,0
22,60000,RENT,0.0,VENTURE,B,25475,10.99,1,0.42,N,3,借款人年龄22岁，收入为60000元，这样的收入水平相对有限。住房情况是RENT，稳定性一般。就业时长约0.0年，这反映出其工作稳定性欠佳。贷款意图为VENTURE，然而其信用等级仅为B，这充分表明信用状况不容乐观。申请贷款金额25475元，贷款利率较高，贷款占收入的百分比达42.00%，还款压力较大。借款人曾有违约记录（N），且信用历史长度为3年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,0
25,234000,MORTGAGE,3.0,MEDICAL,C,20000,14.27,0,0.09,Y,4,借款人年龄为25岁，展现出与其年龄相称的成熟与稳重。其年收入达234000元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于MORTGAGE状态，这体现出其生活具备较高的安定性。就业时长约3.0年，足以证明其工作稳定性较强。此次贷款意图为MEDICAL，从过往信用记录来看，信用等级被评定为C，这清晰地表明其信用表现良好。贷款金额为20000元，贷款利率处于合理范畴，贷款占收入的百分比为9.00%，还款压力相对较小。借款人无违约记录（Y），且信用历史长度已有4年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,0
24,234000,OWN,8.0,HOMEIMPROVEMENT,B,20000,8.88,0,0.09,N,4,借款人年龄为24岁，展现出与其年龄相称的成熟与稳重。其年收入达234000元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于OWN状态，这体现出其生活具备较高的安定性。就业时长约8.0年，足以证明其工作稳定性较强。此次贷款意图为HOMEIMPROVEMENT，从过往信用记录来看，信用等级被评定为B，这清晰地表明其信用表现良好。贷款金额为20000元，贷款利率处于合理范畴，贷款占收入的百分比为9.00%，还款压力相对较小。借款人无违约记录（N），且信用历史长度已有4年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,0
26,234000,MORTGAGE,10.0,HOMEIMPROVEMENT,B,21600,12.18,0,0.09,N,3,借款人年龄为26岁，展现出与其年龄相称的成熟与稳重。其年收入达234000元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于MORTGAGE状态，这体现出其生活具备较高的安定性。就业时长约10.0年，足以证明其工作稳定性较强。此次贷款意图为HOMEIMPROVEMENT，从过往信用记录来看，信用等级被评定为B，这清晰地表明其信用表现良好。贷款金额为21600元，贷款利率处于合理范畴，贷款占收入的百分比为9.00%，还款压力相对较小。借款人无违约记录（N），且信用历史长度已有3年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,0
25,221004,MORTGAGE,6.0,DEBTCONSOLIDATION,D,11900,14.42,1,0.05,Y,3,借款人年龄25岁，收入为221004元，这样的收入水平相对有限。住房情况是MORTGAGE，稳定性一般。就业时长约6.0年，这反映出其工作稳定性欠佳。贷款意图为DEBTCONSOLIDATION，然而其信用等级仅为D，这充分表明信用状况不容乐观。申请贷款金额11900元，贷款利率较高，贷款占收入的百分比达5.00%，还款压力较大。借款人曾有违约记录（Y），且信用历史长度为3年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,1
26,232500,MORTGAGE,0.0,MEDICAL,C,25000,14.17,0,0.11,Y,2,借款人年龄为26岁，展现出与其年龄相称的成熟与稳重。其年收入达232500元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于MORTGAGE状态，这体现出其生活具备较高的安定性。就业时长约0.0年，足以证明其工作稳定性较强。此次贷款意图为MEDICAL，从过往信用记录来看，信用等级被评定为C，这清晰地表明其信用表现良好。贷款金额为25000元，贷款利率处于合理范畴，贷款占收入的百分比为11.00%，还款压力相对较小。借款人无违约记录（Y），且信用历史长度已有2年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,0
25,230000,MORTGAGE,5.0,MEDICAL,C,35000,13.99,0,0.15,N,4,借款人年龄为25岁，展现出与其年龄相称的成熟与稳重。其年收入达230000元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于MORTGAGE状态，这体现出其生活具备较高的安定性。就业时长约5.0年，足以证明其工作稳定性较强。此次贷款意图为MEDICAL，从过往信用记录来看，信用等级被评定为C，这清晰地表明其信用表现良好。贷款金额为35000元，贷款利率处于合理范畴，贷款占收入的百分比为15.00%，还款压力相对较小。借款人无违约记录（N），且信用历史长度已有4年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,0
23,83000,RENT,7.0,EDUCATION,B,25300,10.99,1,0.3,N,3,借款人年龄23岁，收入为83000元，这样的收入水平相对有限。住房情况是RENT，稳定性一般。就业时长约7.0年，这反映出其工作稳定性欠佳。贷款意图为EDUCATION，然而其信用等级仅为B，这充分表明信用状况不容乐观。申请贷款金额25300元，贷款利率较高，贷款占收入的百分比达30.00%，还款压力较大。借款人曾有违约记录（N），且信用历史长度为3年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,0
22,12600,MORTGAGE,,PERSONAL,A,2000,5.42,1,0.16,N,4,借款人年龄22岁，收入为12600元，这样的收入水平相对有限。住房情况是MORTGAGE，稳定性一般。就业时长约nan年，这反映出其工作稳定性欠佳。贷款意图为PERSONAL，然而其信用等级仅为A，这充分表明信用状况不容乐观。申请贷款金额2000元，贷款利率较高，贷款占收入的百分比达16.00%，还款压力较大。借款人曾有违约记录（N），且信用历史长度为4年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,0
25,12600,OWN,3.0,PERSONAL,C,1750,13.61,0,0.14,N,3,借款人年龄为25岁，展现出与其年龄相称的成熟与稳重。其年收入达12600元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于OWN状态，这体现出其生活具备较高的安定性。就业时长约3.0年，足以证明其工作稳定性较强。此次贷款意图为PERSONAL，从过往信用记录来看，信用等级被评定为C，这清晰地表明其信用表现良好。贷款金额为1750元，贷款利率处于合理范畴，贷款占收入的百分比为14.00%，还款压力相对较小。借款人无违约记录（N），且信用历史长度已有3年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,0
21,42500,RENT,3.0,EDUCATION,C,25000,12.73,1,0.59,Y,3,借款人年龄21岁，收入为42500元，这样的收入水平相对有限。住房情况是RENT，稳定性一般。就业时长约3.0年，这反映出其工作稳定性欠佳。贷款意图为EDUCATION，然而其信用等级仅为C，这充分表明信用状况不容乐观。申请贷款金额25000元，贷款利率较高，贷款占收入的百分比达59.00%，还款压力较大。借款人曾有违约记录（Y），且信用历史长度为3年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,0
24,41000,RENT,2.0,HOMEIMPROVEMENT,D,25000,,1,0.61,N,3,借款人年龄24岁，收入为41000元，这样的收入水平相对有限。住房情况是RENT，稳定性一般。就业时长约2.0年，这反映出其工作稳定性欠佳。贷款意图为HOMEIMPROVEMENT，然而其信用等级仅为D，这充分表明信用状况不容乐观。申请贷款金额25000元，贷款利率较高，贷款占收入的百分比达61.00%，还款压力较大。借款人曾有违约记录（N），且信用历史长度为3年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,1
25,12816,OWN,0.0,DEBTCONSOLIDATION,C,3000,12.87,1,0.23,Y,4,借款人年龄25岁，收入为12816元，这样的收入水平相对有限。住房情况是OWN，稳定性一般。就业时长约0.0年，这反映出其工作稳定性欠佳。贷款意图为DEBTCONSOLIDATION，然而其信用等级仅为C，这充分表明信用状况不容乐观。申请贷款金额3000元，贷款利率较高，贷款占收入的百分比达23.00%，还款压力较大。借款人曾有违约记录（Y），且信用历史长度为4年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,0
24,12960,MORTGAGE,1.0,HOMEIMPROVEMENT,B,3650,9.91,1,0.28,N,3,借款人年龄24岁，收入为12960元，这样的收入水平相对有限。住房情况是MORTGAGE，稳定性一般。就业时长约1.0年，这反映出其工作稳定性欠佳。贷款意图为HOMEIMPROVEMENT，然而其信用等级仅为B，这充分表明信用状况不容乐观。申请贷款金额3650元，贷款利率较高，贷款占收入的百分比达28.00%，还款压力较大。借款人曾有违约记录（N），且信用历史长度为3年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,0
26,226000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,20000,11.49,0,0.09,N,4,借款人年龄为26岁，展现出与其年龄相称的成熟与稳重。其年收入达226000元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于MORTGAGE状态，这体现出其生活具备较高的安定性。就业时长约4.0年，足以证明其工作稳定性较强。此次贷款意图为HOMEIMPROVEMENT，从过往信用记录来看，信用等级被评定为B，这清晰地表明其信用表现良好。贷款金额为20000元，贷款利率处于合理范畴，贷款占收入的百分比为9.00%，还款压力相对较小。借款人无违约记录（N），且信用历史长度已有4年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,0
25,225000,MORTGAGE,0.0,HOMEIMPROVEMENT,E,30000,19.91,0,0.13,Y,2,借款人年龄为25岁，展现出与其年龄相称的成熟与稳重。其年收入达225000元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于MORTGAGE状态，这体现出其生活具备较高的安定性。就业时长约0.0年，足以证明其工作稳定性较强。此次贷款意图为HOMEIMPROVEMENT，从过往信用记录来看，信用等级被评定为E，这清晰地表明其信用表现良好。贷款金额为30000元，贷款利率处于合理范畴，贷款占收入的百分比为13.00%，还款压力相对较小。借款人无违约记录（Y），且信用历史长度已有2年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,0
26,213000,MORTGAGE,6.0,EDUCATION,B,35000,10.65,1,0.16,N,2,借款人年龄26岁，收入为213000元，这样的收入水平相对有限。住房情况是MORTGAGE，稳定性一般。就业时长约6.0年，这反映出其工作稳定性欠佳。贷款意图为EDUCATION，然而其信用等级仅为B，这充分表明信用状况不容乐观。申请贷款金额35000元，贷款利率较高，贷款占收入的百分比达16.00%，还款压力较大。借款人曾有违约记录（N），且信用历史长度为2年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,0
24,225000,RENT,0.0,MEDICAL,B,6000,,0,0.03,N,4,借款人年龄为24岁，展现出与其年龄相称的成熟与稳重。其年收入达225000元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于RENT状态，这体现出其生活具备较高的安定性。就业时长约0.0年，足以证明其工作稳定性较强。此次贷款意图为MEDICAL，从过往信用记录来看，信用等级被评定为B，这清晰地表明其信用表现良好。贷款金额为6000元，贷款利率处于合理范畴，贷款占收入的百分比为3.00%，还款压力相对较小。借款人无违约记录（N），且信用历史长度已有4年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,0
24,12960,MORTGAGE,0.0,DEBTCONSOLIDATION,B,4500,11.83,1,0.35,N,4,借款人年龄24岁，收入为12960元，这样的收入水平相对有限。住房情况是MORTGAGE，稳定性一般。就业时长约0.0年，这反映出其工作稳定性欠佳。贷款意图为DEBTCONSOLIDATION，然而其信用等级仅为B，这充分表明信用状况不容乐观。申请贷款金额4500元，贷款利率较高，贷款占收入的百分比达35.00%，还款压力较大。借款人曾有违约记录（N），且信用历史长度为4年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,0
23,12996,OWN,0.0,DEBTCONSOLIDATION,C,2400,13.49,1,0.18,Y,2,借款人年龄23岁，收入为12996元，这样的收入水平相对有限。住房情况是OWN，稳定性一般。就业时长约0.0年，这反映出其工作稳定性欠佳。贷款意图为DEBTCONSOLIDATION，然而其信用等级仅为C，这充分表明信用状况不容乐观。申请贷款金额2400元，贷款利率较高，贷款占收入的百分比达18.00%，还款压力较大。借款人曾有违约记录（Y），且信用历史长度为2年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,0
22,42000,RENT,6.0,MEDICAL,D,25000,14.59,1,0.6,Y,2,借款人年龄22岁，收入为42000元，这样的收入水平相对有限。住房情况是RENT，稳定性一般。就业时长约6.0年，这反映出其工作稳定性欠佳。贷款意图为MEDICAL，然而其信用等级仅为D，这充分表明信用状况不容乐观。申请贷款金额25000元，贷款利率较高，贷款占收入的百分比达60.00%，还款压力较大。借款人曾有违约记录（Y），且信用历史长度为2年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,1
26,48000,RENT,2.0,EDUCATION,B,25000,9.64,1,0.52,N,4,借款人年龄26岁，收入为48000元，这样的收入水平相对有限。住房情况是RENT，稳定性一般。就业时长约2.0年，这反映出其工作稳定性欠佳。贷款意图为EDUCATION，然而其信用等级仅为B，这充分表明信用状况不容乐观。申请贷款金额25000元，贷款利率较高，贷款占收入的百分比达52.00%，还款压力较大。借款人曾有违约记录（N），且信用历史长度为4年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,1
25,12996,OWN,1.0,MEDICAL,D,3600,14.59,1,0.28,N,3,借款人年龄25岁，收入为12996元，这样的收入水平相对有限。住房情况是OWN，稳定性一般。就业时长约1.0年，这反映出其工作稳定性欠佳。贷款意图为MEDICAL，然而其信用等级仅为D，这充分表明信用状况不容乐观。申请贷款金额3600元，贷款利率较高，贷款占收入的百分比达28.00%，还款压力较大。借款人曾有违约记录（N），且信用历史长度为3年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,0
22,12996,OWN,1.0,EDUCATION,B,4750,,1,0.37,N,3,借款人年龄22岁，收入为12996元，这样的收入水平相对有限。住房情况是OWN，稳定性一般。就业时长约1.0年，这反映出其工作稳定性欠佳。贷款意图为EDUCATION，然而其信用等级仅为B，这充分表明信用状况不容乐观。申请贷款金额4750元，贷款利率较高，贷款占收入的百分比达37.00%，还款压力较大。借款人曾有违约记录（N），且信用历史长度为3年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,0
25,42360,RENT,1.0,EDUCATION,E,25000,16.35,1,0.59,Y,3,借款人年龄25岁，收入为42360元，这样的收入水平相对有限。住房情况是RENT，稳定性一般。就业时长约1.0年，这反映出其工作稳定性欠佳。贷款意图为EDUCATION，然而其信用等级仅为E，这充分表明信用状况不容乐观。申请贷款金额25000元，贷款利率较高，贷款占收入的百分比达59.00%，还款压力较大。借款人曾有违约记录（Y），且信用历史长度为3年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,1
21,49000,RENT,4.0,EDUCATION,B,25000,10.99,1,0.51,N,2,借款人年龄21岁，收入为49000元，这样的收入水平相对有限。住房情况是RENT，稳定性一般。就业时长约4.0年，这反映出其工作稳定性欠佳。贷款意图为EDUCATION，然而其信用等级仅为B，这充分表明信用状况不容乐观。申请贷款金额25000元，贷款利率较高，贷款占收入的百分比达51.00%，还款压力较大。借款人曾有违约记录（N），且信用历史长度为2年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,0
25,225000,MORTGAGE,0.0,VENTURE,F,25000,18.67,0,0.11,N,2,借款人年龄为25岁，展现出与其年龄相称的成熟与稳重。其年收入达225000元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于MORTGAGE状态，这体现出其生活具备较高的安定性。就业时长约0.0年，足以证明其工作稳定性较强。此次贷款意图为VENTURE，从过往信用记录来看，信用等级被评定为F，这清晰地表明其信用表现良好。贷款金额为25000元，贷款利率处于合理范畴，贷款占收入的百分比为11.00%，还款压力相对较小。借款人无违约记录（N），且信用历史长度已有2年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,0
26,225000,RENT,1.0,EDUCATION,A,3000,9.32,0,0.01,N,4,借款人年龄为26岁，展现出与其年龄相称的成熟与稳重。其年收入达225000元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于RENT状态，这体现出其生活具备较高的安定性。就业时长约1.0年，足以证明其工作稳定性较强。此次贷款意图为EDUCATION，从过往信用记录来看，信用等级被评定为A，这清晰地表明其信用表现良好。贷款金额为3000元，贷款利率处于合理范畴，贷款占收入的百分比为1.00%，还款压力相对较小。借款人无违约记录（N），且信用历史长度已有4年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,0
23,225000,RENT,8.0,DEBTCONSOLIDATION,A,7500,8.63,0,0.03,N,2,借款人年龄为23岁，展现出与其年龄相称的成熟与稳重。其年收入达225000元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于RENT状态，这体现出其生活具备较高的安定性。就业时长约8.0年，足以证明其工作稳定性较强。此次贷款意图为DEBTCONSOLIDATION，从过往信用记录来看，信用等级被评定为A，这清晰地表明其信用表现良好。贷款金额为7500元，贷款利率处于合理范畴，贷款占收入的百分比为3.00%，还款压力相对较小。借款人无违约记录（N），且信用历史长度已有2年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,0
26,225000,MORTGAGE,2.0,VENTURE,B,25000,10.08,0,0.11,N,2,借款人年龄为26岁，展现出与其年龄相称的成熟与稳重。其年收入达225000元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于MORTGAGE状态，这体现出其生活具备较高的安定性。就业时长约2.0年，足以证明其工作稳定性较强。此次贷款意图为VENTURE，从过往信用记录来看，信用等级被评定为B，这清晰地表明其信用表现良好。贷款金额为25000元，贷款利率处于合理范畴，贷款占收入的百分比为11.00%，还款压力相对较小。借款人无违约记录（N），且信用历史长度已有2年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,0
22,49464,RENT,5.0,PERSONAL,B,25000,11.83,1,0.51,N,3,借款人年龄22岁，收入为49464元，这样的收入水平相对有限。住房情况是RENT，稳定性一般。就业时长约5.0年，这反映出其工作稳定性欠佳。贷款意图为PERSONAL，然而其信用等级仅为B，这充分表明信用状况不容乐观。申请贷款金额25000元，贷款利率较高，贷款占收入的百分比达51.00%，还款压力较大。借款人曾有违约记录（N），且信用历史长度为3年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,0
23,50000,RENT,1.0,DEBTCONSOLIDATION,A,25000,7.9,1,0.5,N,3,借款人年龄23岁，收入为50000元，这样的收入水平相对有限。住房情况是RENT，稳定性一般。就业时长约1.0年，这反映出其工作稳定性欠佳。贷款意图为DEBTCONSOLIDATION，然而其信用等级仅为A，这充分表明信用状况不容乐观。申请贷款金额25000元，贷款利率较高，贷款占收入的百分比达50.00%，还款压力较大。借款人曾有违约记录（N），且信用历史长度为3年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,0
